week,rank,name,assoc,points
2026-W28,1,WANG Chuqin,CHN,10677
2026-W28,2,Truls MOREGARD,SWE,6950
2026-W28,3,Tomokazu HARIMOTO,JPN,6333
2026-W28,4,Sora MATSUSHIMA,JPN,6298
2026-W28,5,Felix LEBRUN,FRA,6179
2026-W28,6,LIN Shidong,CHN,5306
2026-W28,7,LIN Yun-Ju,TPE,4580
2026-W28,8,Hugo CALDERANO,BRA,4060
2026-W28,9,JANG Woojin,KOR,3231
2026-W28,10,Dang QIU,GER,3093
