week,rank,name,assoc,points
2026-W26,1,WANG Chuqin,CHN,10677
2026-W26,2,Tomokazu HARIMOTO,JPN,6333
2026-W26,3,Truls MOREGARD,SWE,6255
2026-W26,4,Felix LEBRUN,FRA,5579
2026-W26,5,LIN Shidong,CHN,5182
2026-W26,6,Sora MATSUSHIMA,JPN,4598
2026-W26,7,LIN Yun-Ju,TPE,4580
2026-W26,8,Hugo CALDERANO,BRA,4030
2026-W26,9,Dang QIU,GER,2893
2026-W26,10,JANG Woojin,KOR,2796
