week,rank,name,assoc,points
2026-W27,1,WANG Chuqin,CHN,10677
2026-W27,2,Tomokazu HARIMOTO,JPN,6333
2026-W27,3,Truls MOREGARD,SWE,6255
2026-W27,4,Felix LEBRUN,FRA,5579
2026-W27,5,LIN Shidong,CHN,5182
2026-W27,6,Sora MATSUSHIMA,JPN,4598
2026-W27,7,LIN Yun-Ju,TPE,4580
2026-W27,8,Hugo CALDERANO,BRA,4030
2026-W27,9,Dang QIU,GER,2893
2026-W27,10,JANG Woojin,KOR,2796
