week,rank,name,assoc,points
2026-W29,1,SUN Yingsha,CHN,11350
2026-W29,2,WANG Manyu,CHN,8865
2026-W29,3,Miwa HARIMOTO,JPN,5389
2026-W29,4,KUAI Man,CHN,4963
2026-W29,5,CHEN Xingtong,CHN,4625
2026-W29,6,WANG Yidi,CHN,4497
2026-W29,7,Hina HAYATA,JPN,3895
2026-W29,8,Sabine WINTER,GER,3785
2026-W29,9,ZHU Yuling,MAC,3585
2026-W29,10,SHIN Yubin,KOR,3410
