week,rank,name,assoc,points
2026-W28,1,SUN Yingsha,CHN,11350
2026-W28,2,WANG Manyu,CHN,8865
2026-W28,3,ZHU Yuling,MAC,5410
2026-W28,4,Miwa HARIMOTO,JPN,5389
2026-W28,5,KUAI Man,CHN,5363
2026-W28,6,CHEN Xingtong,CHN,4710
2026-W28,7,WANG Yidi,CHN,4497
2026-W28,8,CHEN Yi,CHN,4350
2026-W28,9,Hina HAYATA,JPN,4070
2026-W28,10,Sabine WINTER,GER,3785
